SalePrice,MachineID,ModelID,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBandCoded,SaleDateDay,SaleDateMonth,SaleDateYear,fiBaseModel,fiSecondaryDescCoded,fiModelSeriesCoded,fiProductClassDesc,state,Enclosure,EnclosureCoded,Enclosure w AC,ForksCoded,Ride_ControlCoded,Hydraulics,HydralicCoded,CouplerCoded
54000,45508,77,3,1996,4387,0,11,3,2004,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Louisiana,EROPS w AC,1,1,0,0,2 Valve,0,0
75000,1006038,77,3,1997,6698,1,23,2,2006,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Utah,EROPS w AC,1,1,0,0,2 Valve,0,2
52000,238464,77,3,1994,9670,1,6,9,2007,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,South Dakota,EROPS w AC,1,1,0,0,2 Valve,0,0
45000,8153,77,3,1997,9854,1,28,1,2010,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Alabama,EROPS w AC,1,1,0,0,2 Valve,0,0
32000,767638,77,3,1993,11357,1,6,5,2004,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
51000,28936,77,3,1994,12847,1,18,10,2007,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
35000,1003220,77,3,1997,17462,2,6,8,2009,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,1,0,2 Valve,0,0
63000,437405,77,3,1997,8247,1,24,3,2005,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,New York,EROPS,1,0,0,0,3 Valve,1,0
58000,1035110,77,3,1994,6557,0,19,5,2005,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,New Jersey,EROPS w AC,1,1,0,0,2 Valve,0,0
49000,1062430,77,3,1994,2589,0,11,12,2008,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Idaho,EROPS w AC,1,1,0,0,2 Valve,0,0
38000,374500,77,3,1998,11060,1,29,7,2010,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,EROPS w AC,1,1,0,0,2 Valve,0,0
93000,1292570,77,4,1994,5000,1,5,2,1998,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
59000,1535096,77,4,1994,3000,0,9,2,2000,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,3 Valve,1,0
80000,1258387,77,4,1995,4100,1,9,2,2000,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
90000,1168754,77,4,1995,2400,1,5,2,1998,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
62500,842284,77,4,1995,9214,1,24,4,2008,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,New Hampshire,EROPS,1,0,0,0,2 Valve,0,0
70000,1330701,77,5,1993,4083,0,21,1,2000,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Connecticut,EROPS w AC,1,1,0,1,2 Valve,0,0
95000,1553092,77,6,1994,2115,0,7,4,1998,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Kentucky,EROPS w AC,1,1,0,1,2 Valve,0,0
47500,1518872,77,6,1995,1184,0,19,5,2007,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,0,2 Valve,0,0
57500,1151613,77,8,1996,6457,0,24,6,2010,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Alabama,EROPS w AC,1,1,0,0,2 Valve,0,0
100000,487028,77,10,1993,2600,0,28,8,1997,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Louisiana,EROPS w AC,1,1,0,0,2 Valve,0,0
90000,1140987,77,21,1993,2862,1,9,5,1997,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Maine,EROPS,1,0,0,0,2 Valve,0,0
37500,1019732,77,21,1997,13312,1,20,5,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Maine,EROPS,1,0,0,0,2 Valve,0,0
42500,1103387,77,99,1993,3657,0,3,2,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
45000,1339299,77,99,1994,13312,1,18,11,2009,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Minnesota,EROPS w AC,1,1,1,1,2 Valve,0,0
97500,199611,82,1,2004,5737,1,26,6,2008,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
99000,985937,82,1,2005,4285,1,23,5,2008,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,2 Valve,0,0
64000,657313,82,1,2003,7047,1,17,6,2009,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,Washington,EROPS w AC,1,1,1,1,2 Valve,0,1
100000,2305612,82,1,2006,6910,1,28,6,2011,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,Utah,EROPS w AC,1,1,0,1,2 Valve,0,0
73000,2305612,82,1,2005,9705,1,16,8,2011,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,Florida,EROPS w AC,1,1,0,1,2 Valve,0,0
76000,53322,82,3,2004,6735,1,25,3,2010,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,Louisiana,EROPS w AC,1,1,0,0,2 Valve,0,0
91000,170543,82,3,2005,7240,1,9,12,2010,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
80000,1111602,82,5,2004,5402,1,11,6,2009,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,North Carolina,EROPS w AC,1,1,1,1,2 Valve,0,1
97500,1222239,82,5,2004,4419,1,11,6,2009,962,1,0,Wheel Loader - 200.0 to 225.0 Horsepower,North Carolina,EROPS w AC,1,1,1,1,2 Valve,0,1
89000,363495,85,1,1998,10173,1,20,4,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,New Mexico,EROPS w AC,1,1,0,1,2 Valve,0,0
90000,702941,85,1,1996,10134,0,14,12,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,California,EROPS w AC,1,1,0,0,3 Valve,1,0
62000,2267560,85,1,1997,21264,1,3,10,2011,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Texas,EROPS w AC,1,1,1,1,2 Valve,0,0
55000,2296940,85,1,1992,6447,0,6,12,2011,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Georgia,EROPS w AC,1,1,0,1,2 Valve,0,0
70000,608198,85,1,1994,11380,0,24,3,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
85000,513452,85,3,1996,7952,1,29,1,2004,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,California,EROPS w AC,1,1,0,0,2 Valve,0,0
99000,1065520,85,3,1996,7037,1,19,5,2005,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Virginia,EROPS w AC,1,1,0,0,2 Valve,0,0
88000,183760,85,3,1997,8500,1,10,1,2008,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
88000,1026420,85,3,1996,3712,0,26,6,2008,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Florida,EROPS w AC,1,1,0,1,2 Valve,0,0
85000,855808,85,3,1994,7527,0,16,10,2008,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Nevada,EROPS w AC,1,1,1,0,2 Valve,0,1
64250,658847,85,3,1996,6232,0,7,1,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Oregon,EROPS,1,0,0,1,2 Valve,0,0
77000,260219,85,3,1994,9151,0,18,3,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,South Carolina,EROPS w AC,1,1,0,0,2 Valve,0,2
63000,1038842,85,3,1997,721,0,29,7,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,North Carolina,EROPS w AC,1,1,1,1,2 Valve,0,0
79000,342654,85,3,1998,9896,1,7,10,2010,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,California,EROPS w AC,1,1,1,0,2 Valve,0,1
84000,372594,85,3,1998,12927,1,21,7,2011,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Arizona,EROPS w AC,1,1,0,1,2 Valve,0,0
82000,1207271,85,4,1994,5200,1,5,2,1998,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Florida,EROPS,1,0,0,0,2 Valve,0,0
97000,815179,85,4,1995,2000,0,9,2,2000,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
68000,1098860,85,5,1995,32767,2,18,5,2007,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Ohio,EROPS,1,0,0,0,2 Valve,0,0
77000,1141642,85,16,1997,4236,0,3,12,2008,966,0,0,Wheel Loader - 200.0 to 225.0 Horsepower,Ohio,EROPS,1,0,0,0,2 Valve,0,0
49000,1469471,90,1,1995,32767,2,24,2,2011,980,0,0,Wheel Loader - 275.0 to 350.0 Horsepower,Arizona,EROPS w AC,1,1,0,0,2 Valve,0,0
75000,362708,90,3,1995,15220,1,12,3,2008,980,0,0,Wheel Loader - 275.0 to 350.0 Horsepower,Arizona,EROPS w AC,1,1,0,0,2 Valve,0,0
51000,135134,90,3,1995,24,0,5,2,2009,980,0,0,Wheel Loader - 275.0 to 350.0 Horsepower,South Carolina,EROPS w AC,1,1,0,0,2 Valve,0,0
73000,1057269,90,3,1995,305,0,14,5,2009,980,0,0,Wheel Loader - 275.0 to 350.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
38000,1347281,109,1,1988,1510,0,30,3,2011,80,2,0,Wheel Loader - 175.0 to 200.0 Horsepower,North Carolina,EROPS,1,0,0,0,2 Valve,0,0
37500,1362854,109,1,2000,21071,2,27,7,2011,80,2,0,Wheel Loader - 175.0 to 200.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
38000,1357740,109,1,1988,1510,0,30,3,2011,80,2,0,Wheel Loader - 175.0 to 200.0 Horsepower,North Carolina,EROPS,1,0,0,0,2 Valve,0,0
41000,1744370,111,1,1994,6356,0,20,4,2010,90,2,1,Wheel Loader - 250.0 to 275.0 Horsepower,New Mexico,EROPS,1,0,0,0,2 Valve,0,0
27000,2280092,111,1,1994,5088,0,27,5,2010,90,2,1,Wheel Loader - 250.0 to 275.0 Horsepower,Washington,EROPS,1,0,0,0,2 Valve,0,0
25000,1011875,111,3,1995,3214,0,20,8,2009,90,2,1,Wheel Loader - 250.0 to 275.0 Horsepower,Ohio,EROPS,1,0,0,0,2 Valve,0,0
26000,1036569,111,3,1997,9257,1,25,2,2010,90,2,1,Wheel Loader - 250.0 to 275.0 Horsepower,Arkansas,EROPS,1,0,1,0,2 Valve,0,0
24000,1200347,111,5,1994,9503,1,15,10,2010,90,2,1,Wheel Loader - 250.0 to 275.0 Horsepower,Ohio,EROPS w AC,1,1,0,0,2 Valve,0,0
15000,1481234,112,1,1986,4487,0,6,5,2010,95,2,0,Wheel Loader - 275.0 to 350.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
45500,1027317,112,3,2001,16126,2,11,11,2010,95,2,0,Wheel Loader - 275.0 to 350.0 Horsepower,New York,EROPS w AC,1,1,0,0,2 Valve,0,0
27000,1038601,112,3,1993,6679,0,6,12,2007,95,2,0,Wheel Loader - 275.0 to 350.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
